DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2004,1.13,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.31,2.20,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2005,1.06,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.29,2.07,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2006,0.98,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.27,1.92,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2007,0.92,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.25,1.80,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2008,0.87,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.24,1.70,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2009,0.81,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.22,1.59,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2010,0.75,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.21,1.48,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2011,0.72,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.20,1.41,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2012,0.69,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.19,1.35,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2013,0.64,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.18,1.25,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2014,0.60,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.17,1.18,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2015,0.58,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.16,1.13,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2016,0.55,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.15,1.08,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2017,0.52,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.14,1.01,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2018,0.49,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.13,0.95,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2019,0.46,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.13,0.89,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
