DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2004,0.54,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.16,1.03,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2005,0.51,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.15,0.97,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2006,0.49,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.14,0.93,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2007,0.47,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.14,0.89,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2008,0.46,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.13,0.87,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2009,0.45,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.13,0.85,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2010,0.43,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.13,0.83,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2011,0.42,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.12,0.80,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2012,0.41,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.12,0.78,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2013,0.40,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.12,0.75,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2014,0.38,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.11,0.72,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2015,0.36,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.11,0.69,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2016,0.35,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.10,0.66,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2017,0.33,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.10,0.62,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2018,0.31,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.09,0.59,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_REP_REG_GLOBAL: UNICEF reporting regions - Global,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2019,0.29,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.09,0.55,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
